cond_uscm,pH,pressure_mbar,temp_C,depth_m,alt_m
0.21,7.38,960.20,35.08,-0.54,451.08
0.23,7.37,960.10,35.06,-0.54,451.95
0.19,7.38,960.50,35.05,-0.54,448.47
0.21,7.38,960.10,35.04,-0.54,451.95
0.19,7.38,960.20,35.02,-0.54,451.08
0.23,7.38,959.90,35.01,-0.54,453.69
0.19,7.38,960.20,35.00,-0.54,451.08
0.21,7.38,959.80,34.99,-0.54,454.56
0.21,7.38,960.10,34.96,-0.54,451.95
0.21,7.37,960.50,34.95,-0.54,448.47
0.21,7.37,960.10,34.93,-0.54,451.95
0.23,7.37,960.40,34.92,-0.54,449.35
0.23,7.37,960.10,34.90,-0.54,451.95
0.19,7.37,960.30,34.89,-0.54,450.22
0.21,7.36,960.00,34.88,-0.54,452.82
0.21,7.36,960.40,34.86,-0.54,449.35
0.21,7.36,959.90,34.85,-0.54,453.69
0.23,7.36,960.00,34.83,-0.54,452.82
0.23,7.36,960.30,34.82,-0.54,450.22
0.21,7.36,960.00,34.82,-0.54,452.82
0.21,7.36,959.90,34.80,-0.54,453.69
0.21,7.36,960.40,34.79,-0.54,449.35
0.23,7.36,960.30,34.77,-0.54,450.22
0.23,7.36,959.90,34.75,-0.54,453.69
0.17,7.36,960.20,34.74,-0.54,451.08
0.19,7.35,959.80,34.72,-0.54,454.56
0.21,7.35,960.20,34.71,-0.54,451.08
0.23,7.35,960.50,34.70,-0.54,448.47
0.19,7.36,960.20,34.69,-0.54,451.08
0.19,7.36,960.30,34.68,-0.54,450.22
0.19,7.36,960.00,34.67,-0.54,452.82
0.23,7.36,960.20,34.66,-0.54,451.08
0.21,7.36,960.40,34.65,-0.54,449.35
0.19,7.36,960.00,34.63,-0.54,452.82
0.21,7.36,959.90,34.63,-0.54,453.69
0.23,7.36,959.90,34.61,-0.54,453.69
0.17,7.37,960.30,34.60,-0.54,450.22
0.25,7.36,960.00,34.59,-0.54,452.82
0.17,7.35,960.40,34.57,-0.54,449.35
0.21,7.36,960.20,34.56,-0.54,451.08
0.19,7.36,959.80,34.54,-0.54,454.56
0.27,7.35,959.90,34.53,-0.54,453.69
0.21,7.43,960.00,34.52,-0.54,452.82
0.19,7.35,959.70,34.50,-0.55,455.43
0.23,7.36,959.60,34.48,-0.55,456.30
0.23,7.35,960.00,34.47,-0.54,452.82
0.25,7.35,960.00,34.46,-0.54,452.82
0.21,7.35,959.90,34.44,-0.54,453.69
0.23,7.36,960.10,34.43,-0.54,451.95
0.23,7.36,960.20,34.42,-0.54,451.08
0.17,7.36,959.80,34.41,-0.54,454.56
0.23,7.35,959.80,34.40,-0.54,454.56
0.21,7.36,959.90,34.39,-0.54,453.69
0.23,7.36,960.10,34.38,-0.54,451.95
0.19,7.36,959.80,34.37,-0.54,454.56
0.19,7.35,959.80,34.35,-0.54,454.56
0.23,7.36,959.80,34.34,-0.54,454.56
0.19,7.38,960.10,34.34,-0.54,451.95
0.19,7.27,960.10,34.32,-0.54,451.95
0.23,7.38,959.70,34.31,-0.55,455.43
0.19,7.37,959.70,34.30,-0.55,455.43
0.23,7.37,960.20,34.28,-0.54,451.08
0.23,7.37,960.00,34.26,-0.54,452.82
0.19,7.37,960.00,34.25,-0.54,452.82
0.23,7.37,960.20,34.24,-0.54,451.08
0.21,7.37,960.20,34.22,-0.54,451.08
0.21,7.38,959.80,34.20,-0.54,454.56
0.23,7.37,959.90,34.18,-0.54,453.69
0.23,7.37,959.80,34.17,-0.54,454.56
0.23,7.37,959.80,34.15,-0.54,454.56
0.23,7.37,959.80,34.14,-0.54,454.56
0.25,7.37,959.90,34.13,-0.54,453.69
0.23,7.37,959.60,34.11,-0.55,456.30
0.17,7.37,959.70,34.11,-0.55,455.43
0.19,7.38,959.50,34.10,-0.55,457.17
0.17,7.38,959.50,34.10,-0.55,457.17
0.21,7.38,959.40,34.09,-0.55,458.04
0.23,7.38,960.10,34.08,-0.54,451.95
0.19,7.39,959.40,34.08,-0.55,458.04
0.17,7.38,959.60,34.08,-0.55,456.30
0.21,7.39,959.50,34.07,-0.55,457.17
0.23,7.38,959.50,34.07,-0.55,457.17
0.19,7.38,959.80,34.07,-0.54,454.56
0.21,7.38,959.90,34.07,-0.54,453.69
0.23,7.39,960.20,34.07,-0.54,451.08
0.23,7.39,960.00,34.06,-0.54,452.82
0.23,7.39,959.70,34.06,-0.55,455.43
0.23,7.39,959.40,34.05,-0.55,458.04
0.19,7.39,959.60,34.04,-0.55,456.30
0.21,7.38,959.40,34.04,-0.55,458.04
0.19,7.39,959.80,34.04,-0.54,454.56
0.21,7.38,959.50,34.03,-0.55,457.17
0.23,7.39,959.90,34.02,-0.54,453.69
0.25,7.38,959.90,34.02,-0.54,453.69
0.21,7.38,959.90,34.02,-0.54,453.69
0.23,7.38,960.00,34.02,-0.54,452.82
0.23,7.36,960.20,34.02,-0.54,451.08
0.23,7.38,959.80,34.02,-0.54,454.56
0.19,7.38,959.70,34.01,-0.55,455.43
0.21,7.38,959.60,34.01,-0.55,456.30
0.21,7.38,960.00,34.00,-0.54,452.82
0.21,7.38,959.80,34.00,-0.54,454.56
0.19,7.37,959.70,34.00,-0.55,455.43
0.23,7.37,959.50,34.00,-0.55,457.17
0.19,7.37,959.60,34.00,-0.55,456.30
0.21,7.37,959.80,34.01,-0.54,454.56
0.21,7.37,959.70,34.01,-0.55,455.43
0.23,7.38,959.90,34.02,-0.54,453.69
0.25,7.37,959.80,34.02,-0.54,454.56
0.23,7.37,959.90,34.03,-0.54,453.69
0.21,7.37,960.00,34.04,-0.54,452.82
0.21,7.38,960.20,34.04,-0.54,451.08
0.23,7.38,959.60,34.05,-0.55,456.30
0.17,7.38,960.30,34.06,-0.54,450.22
0.17,7.38,959.70,34.06,-0.55,455.43
0.23,7.37,959.70,34.07,-0.55,455.43
0.19,7.37,959.90,34.07,-0.54,453.69
0.21,7.37,959.50,34.08,-0.55,457.17
0.19,7.38,959.70,34.08,-0.55,455.43
0.23,7.37,960.00,34.08,-0.54,452.82
0.23,7.37,959.90,34.08,-0.54,453.69
0.19,7.38,960.10,34.08,-0.54,451.95
0.21,7.37,959.70,34.08,-0.55,455.43
0.23,7.40,959.80,34.08,-0.54,454.56
0.17,7.41,959.80,34.08,-0.54,454.56
0.27,7.38,959.90,34.09,-0.54,453.69
0.19,7.38,960.00,34.09,-0.54,452.82
0.17,7.38,959.80,34.09,-0.54,454.56
0.19,7.40,959.60,34.09,-0.55,456.30
0.17,7.39,959.80,34.09,-0.54,454.56
0.23,7.38,959.70,34.09,-0.55,455.43
0.19,7.37,959.80,34.09,-0.54,454.56
0.23,7.39,960.20,34.09,-0.54,451.08
0.21,7.38,959.80,34.09,-0.54,454.56
0.23,7.38,960.20,34.08,-0.54,451.08
0.21,7.38,959.40,34.08,-0.55,458.04
0.21,7.37,959.40,34.08,-0.55,458.04
0.23,7.37,959.70,34.08,-0.55,455.43
0.21,7.34,960.00,34.08,-0.54,452.82
0.23,7.36,960.10,34.07,-0.54,451.95
0.23,7.38,959.70,34.07,-0.55,455.43
0.23,7.38,959.90,34.07,-0.54,453.69
0.25,7.38,959.60,34.07,-0.55,456.30
0.21,7.39,960.20,34.06,-0.54,451.08
0.21,7.38,959.40,34.06,-0.55,458.04
0.27,7.39,959.90,34.05,-0.54,453.69
0.21,7.41,959.60,34.04,-0.55,456.30
0.19,7.37,959.60,34.04,-0.55,456.30
0.17,7.36,960.00,34.03,-0.54,452.82
0.21,7.38,960.00,34.03,-0.54,452.82
0.17,7.40,960.10,34.02,-0.54,451.95
0.23,7.38,959.40,34.02,-0.55,458.04
0.23,7.41,960.30,34.02,-0.54,450.22
0.23,7.38,959.90,34.01,-0.54,453.69
0.21,7.38,960.00,34.01,-0.54,452.82
0.25,7.41,959.80,34.00,-0.54,454.56
0.25,7.40,959.50,34.00,-0.55,457.17
0.17,7.42,959.60,34.00,-0.55,456.30
0.23,7.40,960.00,34.00,-0.54,452.82
0.21,7.42,959.60,33.99,-0.55,456.30
0.21,7.42,959.30,33.99,-0.55,458.91
0.19,7.41,959.80,33.98,-0.54,454.56
0.21,7.41,959.70,33.98,-0.55,455.43
0.21,7.41,959.70,33.97,-0.55,455.43
0.19,7.41,959.60,33.97,-0.55,456.30
0.17,7.41,959.50,33.97,-0.55,457.17
0.19,7.37,959.90,33.97,-0.54,453.69
0.19,7.42,959.60,33.96,-0.55,456.30
0.21,7.42,959.60,33.96,-0.55,456.30
0.19,7.43,960.00,33.95,-0.54,452.82
0.21,7.42,959.80,33.94,-0.54,454.56
0.19,7.44,959.90,33.93,-0.54,453.69
0.17,7.41,959.80,33.93,-0.54,454.56
0.17,7.40,960.00,33.92,-0.54,452.82
0.17,7.38,959.40,33.91,-0.55,458.04
0.25,7.42,959.70,33.91,-0.55,455.43
0.19,7.42,959.50,33.90,-0.55,457.17
0.19,7.43,959.70,33.90,-0.55,455.43
0.21,7.42,960.00,33.89,-0.54,452.82
0.17,7.42,959.90,33.89,-0.54,453.69
0.19,7.41,959.60,33.88,-0.55,456.30
0.21,7.42,959.80,33.88,-0.54,454.56
0.21,7.42,959.80,33.87,-0.54,454.56
0.23,7.43,959.60,33.87,-0.55,456.30
0.19,7.39,959.50,33.86,-0.55,457.17
0.21,7.43,959.30,33.86,-0.55,458.91
0.23,7.40,959.90,33.85,-0.54,453.69
0.19,7.43,959.50,33.84,-0.55,457.17
0.17,7.42,959.60,33.84,-0.55,456.30
0.23,7.42,959.80,33.84,-0.54,454.56
0.19,7.42,959.30,33.83,-0.55,458.91
0.19,7.40,960.00,33.82,-0.54,452.82
0.17,7.44,959.80,33.82,-0.54,454.56
0.23,7.43,959.70,33.82,-0.55,455.43
0.19,7.42,959.60,33.81,-0.55,456.30
0.23,7.27,959.80,33.81,-0.54,454.56
0.23,7.38,959.60,33.80,-0.55,456.30
0.21,7.41,959.60,33.79,-0.55,456.30
0.23,7.44,959.70,33.79,-0.55,455.43
0.19,7.42,959.90,33.78,-0.54,453.69
0.21,7.43,959.60,33.78,-0.55,456.30
0.19,7.43,960.10,33.77,-0.54,451.95
0.19,7.43,959.60,33.77,-0.55,456.30
0.21,7.44,959.40,33.76,-0.55,458.04
0.23,7.44,959.90,33.76,-0.54,453.69
0.17,7.44,959.20,33.75,-0.55,459.78
0.19,7.40,959.50,33.75,-0.55,457.17
0.25,7.44,959.40,33.74,-0.55,458.04
0.25,7.41,959.70,33.74,-0.55,455.43
0.17,7.40,959.90,33.73,-0.54,453.69
0.19,7.43,959.90,33.73,-0.54,453.69
0.21,7.80,959.10,33.73,-0.55,460.65
0.21,7.37,959.60,33.72,-0.55,456.30
0.19,7.40,959.60,33.71,-0.55,456.30
0.17,7.40,959.80,33.71,-0.54,454.56
0.17,7.43,959.20,33.70,-0.55,459.78
0.21,7.44,959.60,33.69,-0.55,456.30
0.21,7.36,959.50,33.68,-0.55,457.17
0.21,7.43,959.80,33.68,-0.54,454.56
0.17,7.41,959.70,33.67,-0.55,455.43
0.17,7.44,959.90,33.66,-0.54,453.69
0.17,7.43,959.50,33.65,-0.55,457.17
0.21,7.43,959.90,33.65,-0.54,453.69
0.15,7.43,959.90,33.64,-0.54,453.69
0.17,7.42,959.90,33.63,-0.54,453.69
0.19,7.43,959.50,33.63,-0.55,457.17
0.17,7.43,959.50,33.62,-0.55,457.17
0.17,7.42,960.00,33.62,-0.54,452.82
0.17,7.39,959.70,33.61,-0.55,455.43
0.21,7.43,959.30,33.61,-0.55,458.91
0.17,7.42,959.80,33.60,-0.54,454.56
0.17,7.41,959.60,33.60,-0.55,456.30
0.15,7.43,959.70,33.59,-0.55,455.43
0.21,7.42,959.60,33.59,-0.55,456.30
0.21,7.43,959.10,33.58,-0.55,460.65
0.19,7.43,959.70,33.57,-0.55,455.43
0.21,7.37,959.80,33.57,-0.54,454.56
0.19,7.41,959.70,33.57,-0.55,455.43
0.19,7.39,959.70,33.56,-0.55,455.43
0.21,7.41,959.50,33.56,-0.55,457.17
0.17,7.43,959.30,33.55,-0.55,458.91
0.15,7.42,959.30,33.55,-0.55,458.91
0.19,7.43,959.40,33.55,-0.55,458.04
0.21,7.43,960.00,33.54,-0.54,452.82
0.23,7.42,959.60,33.53,-0.55,456.30
0.21,7.42,959.70,33.53,-0.55,455.43
0.21,7.43,959.50,33.52,-0.55,457.17
0.17,7.41,959.30,33.52,-0.55,458.91
0.21,7.43,959.60,33.51,-0.55,456.30
0.17,7.42,959.20,33.50,-0.55,459.78
0.23,7.41,959.10,33.50,-0.55,460.65
0.19,7.42,959.40,33.49,-0.55,458.04
0.21,7.42,959.40,33.49,-0.55,458.04
0.19,7.40,959.20,33.48,-0.55,459.78
0.21,7.38,959.20,33.48,-0.55,459.78
0.19,7.38,959.60,33.47,-0.55,456.30
0.19,7.41,959.70,33.47,-0.55,455.43
0.19,7.38,959.50,33.47,-0.55,457.17
0.15,7.41,959.90,33.46,-0.54,453.69
0.21,7.39,959.70,33.46,-0.55,455.43
0.17,7.40,959.60,33.45,-0.55,456.30
0.21,7.41,959.10,33.45,-0.55,460.65
0.21,7.40,959.90,33.44,-0.54,453.69
0.21,7.40,959.40,33.44,-0.55,458.04
0.13,7.40,959.50,33.43,-0.55,457.17
0.15,7.42,959.00,33.43,-0.55,461.52
0.17,7.43,959.40,33.42,-0.55,458.04
0.17,7.40,959.60,33.42,-0.55,456.30
0.19,7.40,959.40,33.41,-0.55,458.04
0.19,7.39,959.90,33.41,-0.54,453.69
0.21,7.40,959.20,33.40,-0.55,459.78
0.23,7.41,959.40,33.40,-0.55,458.04
0.19,7.39,959.60,33.39,-0.55,456.30
0.21,7.40,959.60,33.39,-0.55,456.30
0.21,7.41,959.70,33.38,-0.55,455.43
0.17,7.41,959.40,33.38,-0.55,458.04
0.17,7.39,959.40,33.37,-0.55,458.04
0.17,7.40,959.30,33.37,-0.55,458.91
0.19,7.42,959.40,33.36,-0.55,458.04
0.21,7.39,959.60,33.36,-0.55,456.30
0.21,7.38,959.70,33.35,-0.55,455.43
0.21,7.38,959.50,33.35,-0.55,457.17
0.17,7.40,960.00,33.34,-0.54,452.82
0.19,7.38,959.40,33.33,-0.55,458.04
0.19,7.39,959.30,33.33,-0.55,458.91
0.21,7.41,959.50,33.33,-0.55,457.17
0.17,7.40,959.50,33.32,-0.55,457.17
0.19,7.41,959.60,33.32,-0.55,456.30
0.19,7.37,959.60,33.31,-0.55,456.30
0.17,7.40,959.70,33.31,-0.55,455.43
0.13,7.40,959.20,33.30,-0.55,459.78
0.19,7.41,959.30,33.30,-0.55,458.91
0.17,7.40,959.40,33.29,-0.55,458.04
0.19,7.39,959.40,33.29,-0.55,458.04
0.15,7.40,959.50,33.29,-0.55,457.17
0.19,7.39,959.60,33.28,-0.55,456.30
0.15,7.40,959.50,33.28,-0.55,457.17
0.15,7.41,959.60,33.27,-0.55,456.30
0.19,7.37,959.40,33.27,-0.55,458.04
0.15,7.38,959.40,33.27,-0.55,458.04
0.17,7.38,959.40,33.27,-0.55,458.04
0.17,7.39,959.30,33.26,-0.55,458.91
0.17,7.39,959.90,33.26,-0.54,453.69
0.21,7.39,959.30,33.26,-0.55,458.91
0.17,7.40,959.90,33.26,-0.54,453.69
0.17,7.38,959.50,33.26,-0.55,457.17
0.19,7.38,959.60,33.25,-0.55,456.30
0.17,7.39,959.50,33.25,-0.55,457.17
0.17,7.41,959.80,33.25,-0.54,454.56
0.17,7.40,959.50,33.25,-0.55,457.17
0.17,7.40,959.70,33.24,-0.55,455.43
0.21,7.39,959.30,33.24,-0.55,458.91
0.15,7.39,959.70,33.23,-0.55,455.43
0.19,7.38,959.10,33.23,-0.55,460.65
0.19,7.41,959.20,33.22,-0.55,459.78
0.19,7.38,959.70,33.22,-0.55,455.43
0.15,7.39,959.50,33.22,-0.55,457.17
0.15,7.40,959.60,33.21,-0.55,456.30
0.19,7.40,959.70,33.21,-0.55,455.43
0.17,7.39,959.80,33.20,-0.54,454.56
0.21,7.40,959.40,33.20,-0.55,458.04
0.17,7.40,959.30,33.20,-0.55,458.91
0.17,7.39,959.50,33.19,-0.55,457.17
0.21,7.41,959.80,33.19,-0.54,454.56
0.15,7.41,958.90,33.19,-0.55,462.39
0.15,7.38,959.00,33.18,-0.55,461.52
0.15,7.39,959.10,33.18,-0.55,460.65
0.19,7.40,959.50,33.18,-0.55,457.17
0.19,7.40,959.10,33.17,-0.55,460.65
0.19,7.40,959.70,33.17,-0.55,455.43
0.17,7.42,959.60,33.17,-0.55,456.30
0.15,7.41,959.30,33.17,-0.55,458.91
0.17,7.41,959.50,33.16,-0.55,457.17
0.15,7.39,959.70,33.16,-0.55,455.43
0.15,7.39,958.90,33.16,-0.55,462.39
0.13,7.41,959.10,33.16,-0.55,460.65
0.17,7.41,959.30,33.16,-0.55,458.91
0.19,7.40,959.30,33.16,-0.55,458.91
0.17,7.41,959.30,33.16,-0.55,458.91
0.17,7.42,959.40,33.15,-0.55,458.04
0.17,7.42,959.80,33.16,-0.54,454.56
0.19,7.42,959.30,33.16,-0.55,458.91
0.11,7.41,959.60,33.16,-0.55,456.30
0.17,7.42,959.90,33.16,-0.54,453.69
0.15,7.40,959.50,33.15,-0.55,457.17
0.13,7.43,959.20,33.15,-0.55,459.78
0.15,7.42,959.40,33.15,-0.55,458.04
0.15,7.41,959.20,33.15,-0.55,459.78
0.21,7.41,959.10,33.15,-0.55,460.65
0.19,7.42,959.30,33.15,-0.55,458.91
0.15,7.41,959.60,33.15,-0.55,456.30
0.17,7.40,959.40,33.15,-0.55,458.04
0.17,7.41,959.60,33.15,-0.55,456.30
0.19,7.39,959.40,33.15,-0.55,458.04
0.13,7.42,959.60,33.14,-0.55,456.30
0.17,7.42,959.30,33.14,-0.55,458.91
0.17,7.41,959.80,33.13,-0.54,454.56
0.17,7.41,959.20,33.13,-0.55,459.78
0.11,7.40,959.10,33.13,-0.55,460.65
0.17,7.41,959.50,33.13,-0.55,457.17
0.15,7.41,959.70,33.13,-0.55,455.43
0.11,7.41,959.30,33.13,-0.55,458.91
0.17,7.41,959.20,33.12,-0.55,459.78
0.15,7.45,959.20,33.12,-0.55,459.78
0.17,7.41,959.40,33.12,-0.55,458.04
0.21,7.41,959.40,33.12,-0.55,458.04
0.13,7.40,959.40,33.12,-0.55,458.04
0.17,7.41,959.00,33.12,-0.55,461.52
0.17,7.40,959.60,33.12,-0.55,456.30
0.13,7.41,959.10,33.12,-0.55,460.65
0.15,7.40,959.40,33.12,-0.55,458.04
0.15,7.42,959.40,33.12,-0.55,458.04
0.15,7.41,959.80,33.12,-0.54,454.56
0.17,7.40,959.40,33.12,-0.55,458.04
0.19,7.41,959.00,33.11,-0.55,461.52
0.19,7.41,959.80,33.11,-0.54,454.56
0.19,7.41,960.00,33.11,-0.54,452.82
0.15,7.41,959.70,33.11,-0.55,455.43
0.19,7.39,959.60,33.11,-0.55,456.30
0.17,7.40,959.40,33.11,-0.55,458.04
0.15,7.41,959.40,33.11,-0.55,458.04
0.15,7.41,959.20,33.10,-0.55,459.78
0.13,7.40,959.20,33.10,-0.55,459.78
0.13,7.40,959.50,33.10,-0.55,457.17
0.13,7.41,959.00,33.10,-0.55,461.52
0.19,7.41,959.20,33.10,-0.55,459.78
0.17,7.39,959.40,33.10,-0.55,458.04
0.17,7.39,959.10,33.10,-0.55,460.65
0.17,7.40,959.10,33.09,-0.55,460.65
0.15,7.40,959.30,33.09,-0.55,458.91
0.15,7.41,959.20,33.09,-0.55,459.78
0.21,7.40,959.50,33.08,-0.55,457.17
0.13,7.39,959.40,33.08,-0.55,458.04
0.19,7.40,959.20,33.08,-0.55,459.78
0.19,7.40,959.60,33.08,-0.55,456.30
0.17,7.40,959.50,33.08,-0.55,457.17
0.15,7.39,959.70,33.07,-0.55,455.43
0.19,7.40,959.50,33.07,-0.55,457.17
0.19,7.39,959.80,33.07,-0.54,454.56
0.19,7.40,959.40,33.06,-0.55,458.04
0.13,7.40,959.60,33.06,-0.55,456.30
0.17,7.40,959.30,33.06,-0.55,458.91
0.15,7.42,959.50,33.05,-0.55,457.17
0.17,7.39,959.00,33.05,-0.55,461.52
0.11,7.40,959.50,33.05,-0.55,457.17
0.19,7.40,958.70,33.05,-0.56,464.13
0.17,7.40,959.40,33.04,-0.55,458.04
0.15,7.41,959.30,33.04,-0.55,458.91
0.11,7.40,959.20,33.04,-0.55,459.78
0.17,7.40,959.50,33.03,-0.55,457.17
0.15,7.40,959.30,33.04,-0.55,458.91
0.11,7.40,959.10,33.03,-0.55,460.65
0.21,7.40,959.20,33.03,-0.55,459.78
0.11,7.40,959.50,33.03,-0.55,457.17
0.19,7.42,958.90,33.02,-0.55,462.39
0.11,7.39,959.40,33.02,-0.55,458.04
0.15,7.40,959.50,33.02,-0.55,457.17
0.06,7.39,959.50,33.01,-0.55,457.17
0.17,7.40,959.20,33.01,-0.55,459.78
0.17,7.40,959.00,33.01,-0.55,461.52
0.11,7.39,959.20,33.01,-0.55,459.78
0.15,7.39,959.40,33.01,-0.55,458.04
0.15,7.40,959.40,33.00,-0.55,458.04
0.17,7.39,959.00,33.00,-0.55,461.52
0.15,7.40,958.90,33.00,-0.55,462.39
0.15,7.40,959.00,33.00,-0.55,461.52
0.17,7.39,959.50,32.99,-0.55,457.17
0.15,7.39,959.40,32.99,-0.55,458.04
0.13,7.39,959.00,32.99,-0.55,461.52
0.13,7.40,959.50,32.99,-0.55,457.17
0.11,7.39,959.10,32.98,-0.55,460.65
0.15,7.39,959.50,32.98,-0.55,457.17
0.15,7.40,959.50,32.98,-0.55,457.17
0.13,7.39,959.60,32.98,-0.55,456.30
0.15,7.39,959.40,32.97,-0.55,458.04
0.17,7.39,959.40,32.97,-0.55,458.04
0.17,7.39,959.20,32.97,-0.55,459.78
0.15,7.39,959.20,32.96,-0.55,459.78
0.15,7.40,959.00,32.96,-0.55,461.52
0.19,7.39,959.20,32.96,-0.55,459.78
0.15,7.40,959.00,32.96,-0.55,461.52
0.17,7.40,959.00,32.95,-0.55,461.52
0.17,7.39,959.50,32.94,-0.55,457.17
0.17,7.39,959.20,32.94,-0.55,459.78
0.13,7.39,959.10,32.94,-0.55,460.65
0.19,7.39,959.40,32.93,-0.55,458.04
0.17,7.39,959.30,32.93,-0.55,458.91
0.19,7.39,959.40,32.92,-0.55,458.04
0.15,7.39,959.10,32.92,-0.55,460.65
0.19,7.39,959.60,32.91,-0.55,456.30
0.23,7.39,959.60,32.90,-0.55,456.30
0.19,7.38,959.50,32.90,-0.55,457.17
0.23,7.38,958.80,32.90,-0.55,463.26
0.17,7.39,959.10,32.89,-0.55,460.65
0.21,7.39,958.90,32.89,-0.55,462.39
0.15,7.39,959.20,32.89,-0.55,459.78
0.19,7.39,959.20,32.88,-0.55,459.78
0.21,7.39,959.70,32.88,-0.55,455.43
0.19,7.39,959.40,32.87,-0.55,458.04
0.17,7.39,959.30,32.87,-0.55,458.91
0.21,7.39,959.30,32.87,-0.55,458.91
0.21,7.39,959.20,32.86,-0.55,459.78
0.23,7.38,959.20,32.86,-0.55,459.78
0.17,7.39,959.10,32.85,-0.55,460.65
0.15,7.39,959.00,32.85,-0.55,461.52
0.17,7.39,959.00,32.84,-0.55,461.52
0.19,7.38,959.20,32.84,-0.55,459.78
0.17,7.38,959.00,32.83,-0.55,461.52
0.17,7.38,959.10,32.83,-0.55,460.65
0.21,7.38,959.20,32.82,-0.55,459.78
0.17,7.38,958.90,32.81,-0.55,462.39
0.19,7.38,959.00,32.81,-0.55,461.52
0.19,7.38,959.00,32.81,-0.55,461.52
0.21,7.38,959.20,32.80,-0.55,459.78
0.19,7.34,959.20,32.80,-0.55,459.78
0.21,7.38,959.10,32.80,-0.55,460.65
0.19,7.37,958.60,32.79,-0.56,465.00
0.19,7.39,958.90,32.79,-0.55,462.39
0.21,7.38,959.00,32.78,-0.55,461.52
0.19,7.38,959.10,32.78,-0.55,460.65
0.17,7.38,959.40,32.78,-0.55,458.04
0.21,7.39,958.80,32.77,-0.55,463.26
0.21,7.39,959.20,32.77,-0.55,459.78
0.19,7.39,958.90,32.77,-0.55,462.39
0.21,7.39,959.30,32.76,-0.55,458.91
0.15,7.39,959.00,32.76,-0.55,461.52
0.15,7.38,958.90,32.76,-0.55,462.39
0.21,7.39,959.10,32.76,-0.55,460.65
0.23,7.39,959.30,32.75,-0.55,458.91
0.19,7.39,959.50,32.75,-0.55,457.17
0.19,7.38,958.70,32.75,-0.56,464.13
0.17,7.39,958.80,32.74,-0.55,463.26
0.15,7.38,959.40,32.74,-0.55,458.04
0.23,7.39,959.10,32.74,-0.55,460.65
0.15,7.39,959.50,32.74,-0.55,457.17
0.15,7.39,959.30,32.74,-0.55,458.91
0.19,7.39,959.00,32.73,-0.55,461.52
0.19,7.39,958.90,32.73,-0.55,462.39
0.23,7.40,959.20,32.73,-0.55,459.78
0.19,7.39,959.30,32.73,-0.55,458.91
0.19,7.39,958.70,32.73,-0.56,464.13
0.17,7.39,959.50,32.72,-0.55,457.17
0.21,7.40,959.30,32.72,-0.55,458.91
0.17,7.40,959.10,32.72,-0.55,460.65
0.15,7.40,959.20,32.71,-0.55,459.78
0.21,7.40,958.70,32.71,-0.56,464.13
0.19,7.39,959.10,32.71,-0.55,460.65
0.17,7.40,959.40,32.71,-0.55,458.04
0.17,7.39,959.10,32.70,-0.55,460.65
0.21,7.40,959.40,32.70,-0.55,458.04
0.17,7.39,959.30,32.70,-0.55,458.91
0.19,7.39,959.40,32.70,-0.55,458.04
0.17,7.39,959.00,32.70,-0.55,461.52
0.19,7.39,959.10,32.69,-0.55,460.65
0.17,7.39,959.00,32.69,-0.55,461.52
0.17,7.38,959.50,32.69,-0.55,457.17
0.21,7.45,958.90,32.68,-0.55,462.39
0.21,7.39,958.80,32.68,-0.55,463.26
0.21,7.40,959.10,32.68,-0.55,460.65
0.19,7.38,958.90,32.68,-0.55,462.39
0.19,7.39,959.30,32.68,-0.55,458.91
0.19,7.39,958.90,32.67,-0.55,462.39
0.19,7.39,959.40,32.67,-0.55,458.04
0.17,7.40,959.30,32.67,-0.55,458.91
0.21,7.39,959.00,32.66,-0.55,461.52
0.19,7.39,959.40,32.66,-0.55,458.04
0.19,7.39,958.90,32.66,-0.55,462.39
0.15,7.40,959.60,32.65,-0.55,456.30
0.19,7.39,959.20,32.65,-0.55,459.78
0.21,7.39,959.20,32.65,-0.55,459.78
0.21,7.39,959.00,32.65,-0.55,461.52
0.19,7.38,959.20,32.64,-0.55,459.78
0.13,7.39,959.40,32.64,-0.55,458.04
0.17,7.39,959.20,32.64,-0.55,459.78
0.15,7.39,958.90,32.64,-0.55,462.39
0.17,7.39,958.80,32.63,-0.55,463.26
0.17,7.38,959.20,32.63,-0.55,459.78
0.19,7.38,959.10,32.63,-0.55,460.65
0.19,7.39,959.50,32.63,-0.55,457.17
0.19,7.38,959.10,32.63,-0.55,460.65
0.21,7.39,959.10,32.62,-0.55,460.65
0.21,7.38,958.90,32.63,-0.55,462.39
0.21,7.38,958.80,32.62,-0.55,463.26
0.21,7.39,959.10,32.62,-0.55,460.65
0.23,7.39,959.30,32.62,-0.55,458.91
0.21,7.38,959.40,32.61,-0.55,458.04
0.19,7.38,959.10,32.61,-0.55,460.65
0.17,7.38,959.20,32.61,-0.55,459.78
0.21,7.38,959.00,32.61,-0.55,461.52
0.17,7.37,959.10,32.61,-0.55,460.65
0.17,7.38,958.90,32.60,-0.55,462.39
0.17,7.38,959.40,32.60,-0.55,458.04
0.19,7.37,958.90,32.60,-0.55,462.39
0.15,7.37,959.10,32.60,-0.55,460.65
0.17,7.37,958.90,32.59,-0.55,462.39
0.17,7.37,958.60,32.60,-0.56,465.00
0.19,7.37,959.00,32.59,-0.55,461.52
0.15,7.37,958.90,32.59,-0.55,462.39
